essay_id,score,score_bin,grade,ell,prompt_id,word_count,token_count,regime,half_life,delta_max,delta_128,delta_late,ppl_W32,ppl_W64,ppl_W128,ppl_W256,ppl_W384,ppl_W512,auc,log_slope,ratio_128_32,ratio_512_128,slope_early,slope_late
47DAF3375BF3,2,low,10,non_ELL,Car-free cities,692,947,extended,266.9428448429435,2.942985292245492,0.4830145776544992,2.459970714590993,11.661436549544636,11.58139445951045,11.178421971890137,10.260289413594418,9.437448056404753,8.718451257299144,702.5798390037172,1.055558218419412,0.16571361142528362,5.092953356680288,0.34842136792961165,1.7451679289288742
754CED955EFD,2,low,9,non_ELL,Does the electoral college work?,592,874,extended,75.59879662427949,3.793060210302579,3.4374834088754067,0.3555768014271727,14.255651293119088,12.700205033872164,10.81816788424368,10.441709491090226,10.440400585565666,10.462591082816507,1623.9523223817891,1.378511734192384,0.452495641209741,0.10344102331056824,2.479620133561321,0.26484042103474903
4801AC90F66F,1,low,8,non_ELL,Mandatory extracurricular activities,535,785,extended,103.68015448885852,6.33910170361626,4.210340546431635,2.128761157184625,17.375772901545695,15.9043700027808,13.16543235511406,12.702210179842645,12.13846590875238,11.036671197929437,2149.113864085127,2.19358913955511,0.3494736073099703,0.5056030821518226,3.0371187133953246,1.4066536147785735
392CC0403D93,2,low,10,non_ELL,Car-free cities,845,1114,extended,97.5527881463673,2.524410452934543,1.5313217531244303,0.9930886998101124,19.05484318360997,18.089204022010037,17.523521430485545,17.012985580825724,16.837059821664923,16.530432730675432,900.1538805299024,0.8575542546155933,0.6305919442662499,0.6485173333323759,1.1046151496190022,0.6868537499966214
F359E262A14A,2,low,11,ELL,Distance learning,664,845,extended,182.60090526749505,8.921776319506716,2.232232800795249,6.689543518711467,30.174716826454528,30.33226138170004,27.94248402565928,22.717884093678595,22.04607358425992,21.25294050694781,2772.666819469219,3.736301690894884,-0.07057711686226684,2.9967947412690443,1.6102155959084936,4.816640190140085
D43178C538DF,2,low,8,non_ELL,Seeking multiple opinions,1089,1454,extended,340.4520196542716,40.56705740504426,1.9731086590559528,38.59394874598831,46.922703747518135,45.36921615616109,44.94959508846218,41.27235160925037,19.093526189889065,6.355646342473877,7145.657310652137,12.985045321383469,0.7873299750761441,19.55997130155713,1.4232970387775479,27.973624878678056
D075A0757295,2,low,10,non_ELL,Car-free cities,642,936,extended,120.78065750453962,5.134915332405704,2.720941510022122,2.413973822383582,30.944406402385457,29.584110409681585,28.22346489236333,26.58795618144525,26.62730794705035,25.809491069979757,1765.3534044491148,1.8350890706232148,0.49993577138407885,0.8871832832466676,1.9627444115289245,1.6123736948960088
134A4DA02013,2,low,9,non_ELL,Does the electoral college work?,541,794,extended,62.132957201494094,1.624562008687029,1.0768570615698128,0.5477049471172162,11.257957787720995,10.39534772375742,10.181100726151184,10.098983396171386,9.972108244651364,9.633395779033966,561.6929931681861,0.476731334530072,0.8010441633786456,0.5086143432247077,0.7767881712365139,0.3498885334619115
F4302FD22CF0,2,low,10,non_ELL,Driverless cars,781,941,extended,94.39950155002512,1.722428904116775,0.993271582800748,0.729157321316027,13.760117072032193,13.018379149664908,12.766845489231445,12.568070769138002,12.232258351079253,12.037688167915418,589.3407851384079,0.5588957351681891,0.7467624516909985,0.7340966297052486,0.7164939933812854,0.5293448463286831
D50B2015BE66,2,low,9,non_ELL,Does the electoral college work?,699,954,extended,97.09835524365148,4.592604213473646,2.6872296831015845,1.905374530372061,22.26681163274533,20.38922703761936,19.57958194964375,18.592757954383934,18.55940309230456,17.67420741927169,1586.8519438127887,1.4898695861523907,0.698706406427781,0.7090478876271162,1.9384264687701358,1.2338678647796752
