doc_id,mean_nll_0,mean_gain_128,rel_improve_128
ECSC_1028_2_67M_1028_YR2,4.764957058814264,1.686201489356257,0.35387548482459147
ECSC_1028_3_67M_1028_YR3,4.585883360524332,1.680932729859506,0.36654502474465783
ECSC_4034_1_67M_4034_YR1,4.134382537103468,1.2830395699508732,0.31033402411034894
ECSC_2014_1_68F_2014_YR1,4.204843410368888,1.7398005212506942,0.4137610729951208
ECSC_2014_2_68F_2014_YR2,4.34031152302219,1.49052902633144,0.3434152176463071
ECSC_2019_1_68F_2019_YR1,4.566483380717616,1.8663149618333383,0.40869851179444117
ECSC_4055_1_68F_4055_YR1,4.18316108334449,1.5349584792890858,0.36693745440514264
ECSC_1061_1_68M_1061_YR1,4.201030115927419,1.617606501425466,0.38504996555311843
ECSC_1061_2_68M_1061_YR2,4.235651213122952,1.8272251667514925,0.43139179191392313
ECSC_1061_3_68M_1061_YR3,4.085723483177924,1.4850723143546811,0.36347841954286497
ECSC_2009_1_68M_2009_YR1,4.6565584736485635,1.7672914105076944,0.37952737424189686
ECSC_2009_2_68M_2009_YR2,4.633855462843373,1.648331690603687,0.3557149556823373
ECSC_2006_1_69F_2006_YR1,4.341691118671048,1.9644430460468416,0.4524603414551839
ECSC_2015_1_69F_2015_YR1,4.52419194867534,1.5555811076394974,0.3438362309306888
ECSC_3001_1_69M_3001_YR1,3.979595085882372,1.7548943727247177,0.4409730977280105
ECSC_2010_1_70F_2010_YR1,4.246150552072832,1.4942237067607145,0.35190078364774025
ECSC_2010_2_70F_2010_YR2,3.9994581653225807,1.8909089042294411,0.472791269733641
ECSC_1073_1_70M_1073_YR1,4.398049449920654,1.7367847442626954,0.3948988668815511
ECSC_1073_2_70M_1073_YR2,4.258046376320623,1.3783451672523253,0.32370365313948346
ECSC_1073_3_70M_1073_YR3,4.489599837026288,1.7519657384964726,0.39022759312484673
ECSC_1047_1_71F_1047_YR1,3.58895034405493,1.915094735353224,0.5336085907473098
ECSC_1047_2_71F_1047_YR2,4.097841951923986,1.858513048964162,0.4535345849762624
ECSC_1047_3_71F_1047_YR3,4.178491284770351,1.8731956981843516,0.44829474815748055
ECSC_2021_1_71F_2021_YR1,4.712551584551411,1.5584420111871533,0.3307002551008684
ECSC_2030_1_71F_2030_YR1,4.089437152493385,1.6079645649079353,0.3931994807470112
ECSC_4084_1_71F_4084_YR1,4.059809031025056,1.6890809376393594,0.41604935718192776
ECSC_1011_1_71M_1011_YR1,4.377748477074408,1.7502753849952453,0.3998117740571819
ECSC_1011_2_71M_1011_YR2,4.348834007017074,1.7753193100613935,0.4082288050536815
ECSC_1011_3_71M_1011_YR3,4.415872687678184,1.9554424828098669,0.44282129968697453
ECSC_1083_1_71M_1083_YR1,4.748703058304326,1.570215599479214,0.33066198922109674
ECSC_1083_2_71M_1083_YR2,3.920463143625567,1.5865203488257624,0.4046767666736894
ECSC_1083_3_71M_1083_YR3,4.166502534189532,1.54157208684952,0.3699918754878152
ECSC_1045_1_72F_1045_YR1,4.048196398827336,1.774610112222933,0.4383705574998768
ECSC_1045_2_72F_1045_YR2,4.125744998070502,1.6036725517242183,0.3886989022526143
ECSC_1045_3_72F_1045_YR3,4.107631861778997,1.7039161857097376,0.41481716060401264
ECSC_2028_1_72F_2028_YR1,4.574300716769311,1.5719085677977531,0.34363909701764084
ECSC_4008_1_72F_4008_YR1,4.217807892830141,1.3128111639330462,0.3112543760384858
ECSC_2007_1_72M_2007_YR1,4.419587552547456,1.7733355700969695,0.4012445842542064
ECSC_2007_2_72M_2007_YR2,4.063426282328945,1.794331290644984,0.4415808645152943
ECSC_3002_1_73F_3002_YR1,3.8593076705932616,1.4198123335838315,0.36789301469855984
ECSC_2004_1_73M_2004_YR1,4.82292114996141,1.278813820115981,0.265153374967827
ECSC_2004_2_73M_2004_YR2,4.634441092706496,1.353308746314818,0.2920112089556177
ECSC_4010_1_73M_4010_YR1,4.545643203489243,1.8550382902545313,0.4080914861136925
ECSC_1092_1_74F_1092_YR1,4.239760309650052,1.5742044748798492,0.37129562991965065
ECSC_1092_2_74F_1092_YR2,4.336148385078676,1.713060776264437,0.3950650725328798
ECSC_1092_3_74F_1092_YR3,5.106489513766381,1.9442955240126585,0.38074992982382705
