doc_id,target_idx,target_pos,target_pos_frac,pos_frac,pos_bin,I_512,I_256,age_months,age_group,task,token_count
ECSC_4067_1_128F_4067_YR1,10,299,0.791005291005291,0.791005291005291,late,,38.216689874855746,128,10+yr,unknown,377
ECSC_4067_1_128F_4067_YR1,11,303,0.8015873015873016,0.8015873015873016,late,,33.96965088521501,128,10+yr,unknown,377
ECSC_4067_1_128F_4067_YR1,12,307,0.8121693121693122,0.8121693121693122,late,,28.933872218176493,128,10+yr,unknown,377
ECSC_4067_1_128F_4067_YR1,13,312,0.8253968253968254,0.8253968253968254,late,,19.10417650161888,128,10+yr,unknown,377
ECSC_4067_1_128F_4067_YR1,14,316,0.8359788359788359,0.8359788359788359,late,,15.201775334169689,128,10+yr,unknown,377
ECSC_4067_1_128F_4067_YR1,15,320,0.8465608465608465,0.8465608465608465,late,,9.819010602233217,128,10+yr,unknown,377
ECSC_4067_1_128F_4067_YR1,16,325,0.8597883597883598,0.8597883597883598,late,,13.288829182553034,128,10+yr,unknown,377
ECSC_4067_1_128F_4067_YR1,17,329,0.8703703703703703,0.8703703703703703,late,,14.018992360634536,128,10+yr,unknown,377
ECSC_4067_1_128F_4067_YR1,18,333,0.8809523809523809,0.8809523809523809,late,,4.954503119747537,128,10+yr,unknown,377
ECSC_4067_1_128F_4067_YR1,19,338,0.8941798941798942,0.8941798941798942,late,,1.5024090497665883,128,10+yr,unknown,377
ECSC_4073_1_129F_4073_YR1,0,256,0.5150905432595574,0.5150905432595574,mid,,12.913291775863796,129,10+yr,unknown,496
ECSC_4073_1_129F_4073_YR1,1,266,0.5352112676056338,0.5352112676056338,mid,,7.143933247031332,129,10+yr,unknown,496
ECSC_4073_1_129F_4073_YR1,2,276,0.5553319919517102,0.5553319919517102,mid,,10.901104157042711,129,10+yr,unknown,496
ECSC_4073_1_129F_4073_YR1,3,286,0.5754527162977867,0.5754527162977867,mid,,2.710574845674195,129,10+yr,unknown,496
ECSC_4073_1_129F_4073_YR1,4,296,0.5955734406438632,0.5955734406438632,mid,,7.17209626531028,129,10+yr,unknown,496
ECSC_4073_1_129F_4073_YR1,5,306,0.6156941649899397,0.6156941649899397,mid,,3.313333120081408,129,10+yr,unknown,496
ECSC_4073_1_129F_4073_YR1,6,316,0.635814889336016,0.635814889336016,mid,,1.739069164854092,129,10+yr,unknown,496
ECSC_4073_1_129F_4073_YR1,7,326,0.6559356136820925,0.6559356136820925,mid,,4.559883711881177,129,10+yr,unknown,496
ECSC_4073_1_129F_4073_YR1,8,336,0.676056338028169,0.676056338028169,late,,3.765667000266976,129,10+yr,unknown,496
ECSC_4073_1_129F_4073_YR1,9,346,0.6961770623742455,0.6961770623742455,late,,3.3986885249685095,129,10+yr,unknown,496
ECSC_4073_1_129F_4073_YR1,10,356,0.716297786720322,0.716297786720322,late,,2.767694710859253,129,10+yr,unknown,496
ECSC_4073_1_129F_4073_YR1,11,366,0.7364185110663984,0.7364185110663984,late,,4.321806858358331,129,10+yr,unknown,496
ECSC_4073_1_129F_4073_YR1,12,376,0.7565392354124748,0.7565392354124748,late,,11.981932058315996,129,10+yr,unknown,496
ECSC_4073_1_129F_4073_YR1,13,386,0.7766599597585513,0.7766599597585513,late,,9.375947974346898,129,10+yr,unknown,496
ECSC_4073_1_129F_4073_YR1,14,396,0.7967806841046278,0.7967806841046278,late,,5.480980919916018,129,10+yr,unknown,496
ECSC_4073_1_129F_4073_YR1,15,406,0.8169014084507042,0.8169014084507042,late,,2.2791097237404276,129,10+yr,unknown,496
ECSC_4073_1_129F_4073_YR1,16,416,0.8370221327967807,0.8370221327967807,late,,1.1778793207440978,129,10+yr,unknown,496
ECSC_4073_1_129F_4073_YR1,17,426,0.8571428571428571,0.8571428571428571,late,,2.0070556096656063,129,10+yr,unknown,496
ECSC_4073_1_129F_4073_YR1,18,436,0.8772635814889336,0.8772635814889336,late,,10.629274852462633,129,10+yr,unknown,496
ECSC_4073_1_129F_4073_YR1,19,447,0.8993963782696177,0.8993963782696177,late,,16.46621827782531,129,10+yr,unknown,496
ECSC_4053_1_129M_4053_YR1,0,256,0.4421416234887737,0.4421416234887737,mid,,17.564000345638163,129,10+yr,unknown,578
ECSC_4053_1_129M_4053_YR1,1,269,0.464594127806563,0.464594127806563,mid,,26.05303706149602,129,10+yr,unknown,578
ECSC_4053_1_129M_4053_YR1,2,283,0.4887737478411053,0.4887737478411053,mid,,15.694525946897878,129,10+yr,unknown,578
ECSC_4053_1_129M_4053_YR1,3,297,0.5129533678756477,0.5129533678756477,mid,,6.919848273661376,129,10+yr,unknown,578
ECSC_4053_1_129M_4053_YR1,4,311,0.5371329879101899,0.5371329879101899,mid,,7.882666070143623,129,10+yr,unknown,578
