doc_id,age_months,age_bin,word_count,contrast_W4,contrast_W8,contrast_W16,contrast_W32,contrast_W64
PetMcc_29_N8,60,4-5y,84,1.9037389474065554,2.0393686545076646,2.150655977006332,1.1641345579761146,2.5847856878992292
PetMcc_30_N4,68,5-7y,57,3.1196400761866507,2.2632925589805475,2.490967794072381,1.212693990055812,
PetMcc_30_N5,68,5-7y,141,2.2629581659873153,0.4886587157566084,1.1982229721837283,1.165469149648921,2.3387510997830017
PetMcc_30_N9,68,5-7y,76,-0.2656097523427923,0.2490147776816377,1.522372718281092,0.6179755501927818,1.120676752453974
PetMcc_31_N1,60,4-5y,71,1.2764819621416068,1.4089873312850374,2.2103250513313975,1.3324603152663015,3.592951070636759
PetMcc_31_N2,60,4-5y,115,0.32533772460322335,0.9810774065438316,3.1195267727845883,1.644098303780285,1.9026752229431636
PetMcc_31_N4,60,4-5y,63,1.439274495101922,1.1810971559133063,2.1648670551666807,3.485693838301676,1.907870037086562
PetMcc_32_N1,60,4-5y,137,0.9739244551610141,1.5226096534699727,1.9847954565528767,1.614140191130894,1.5720771914621594
PetMcc_32_N2,60,4-5y,176,1.3955901675089548,1.489143238702396,1.2397029412734146,1.5118120888121407,0.7450400615839733
PetMcc_32_N3,60,4-5y,96,0.619177298744085,-0.6015799668012721,1.140528905178313,2.749902083174984,2.0475301101974437
PetMcc_32_N4,60,4-5y,91,0.20854167445054772,0.4515209261767423,0.914945345908387,1.2463493640168837,
PetMcc_32_N6,60,4-5y,201,0.6019253616612643,0.7202687033664773,2.3656677876153744,2.2036068934271573,2.365030825924922
PetMcc_32_N7,60,4-5y,242,1.0020275277176955,3.521658997058586,1.1305467366614714,0.868110537349768,2.0413007835126056
PetMcc_32_N8,60,4-5y,168,-0.7142319596647714,0.9626154609736833,-0.3668273296675613,0.009859611285757519,0.20424145113454828
PetMcc_32_N9,60,4-5y,78,2.320728100977738,1.7508740126785383,1.8798141917845228,2.593462981434922,
PetMcc_32_N10,60,4-5y,93,0.10718817853432987,0.6013183007511126,0.8746448234948798,0.41585515875305684,
