doc_id,file_id,story_id,group,age_bin,age_years,word_count,n_tokens,n_sentences,tokens_per_sentence,ttr,mtld,adult_token_frac,canonical_sim
910_A1,910,A1,TD,9-10yr,9.3475,101,88,8,11.0,0.5454545454545454,24.106382978723403,0.07339449541284404,0.06930747504304133
910_A2,910,A2,TD,9-10yr,9.3475,147,134,12,11.166666666666666,0.48507462686567165,45.158362302047124,0.05161290322580645,0.08262934243993342
910_A3,910,A3,TD,9-10yr,9.3475,318,276,31,8.903225806451612,0.40942028985507245,35.82692307692308,0.009345794392523364,0.10019882152996278
910_B1,910,B1,TD,9-10yr,9.3475,91,82,8,10.25,0.5121951219512195,25.3468992248062,0.07142857142857142,0.07045431742778566
910_B2,910,B2,TD,9-10yr,9.3475,150,136,11,12.363636363636363,0.5808823529411765,46.17283950617284,0.0,0.0712291976643006
910_B3,910,B3,TD,9-10yr,9.3475,273,244,23,10.608695652173912,0.4180327868852459,37.748942724132434,0.09900990099009901,0.09901569127729311
913_A1,913,A1,TD,9-10yr,9.339166666666667,72,58,7,8.285714285714286,0.6551724137931034,32.689738674200385,0.07692307692307693,0.029159273508380847
913_A2,913,A2,TD,9-10yr,9.339166666666667,93,74,11,6.7272727272727275,0.6216216216216216,31.045934635312868,0.041237113402061855,0.02338111685655171
913_A3,913,A3,TD,9-10yr,9.339166666666667,196,159,23,6.913043478260869,0.5345911949685535,59.20177481289752,0.024875621890547265,0.03125478985328461
913_B1,913,B1,TD,9-10yr,9.339166666666667,82,68,9,7.555555555555555,0.6911764705882353,38.313432835820905,0.10869565217391304,0.030297489589901517
913_B2,913,B2,TD,9-10yr,9.339166666666667,174,143,18,7.944444444444445,0.5524475524475524,49.9186950026417,0.027932960893854747,0.027511045825022507
913_B3,913,B3,TD,9-10yr,9.339166666666667,222,181,23,7.869565217391305,0.47513812154696133,51.61218283662733,0.022026431718061675,0.02574656642871316
914_A1,914,A1,TD,9-10yr,9.678333333333333,54,44,5,8.8,0.5454545454545454,13.886524822695035,0.12903225806451613,0.09054187091648026
914_A2,914,A2,TD,9-10yr,9.678333333333333,104,81,11,7.363636363636363,0.5061728395061729,20.25,0.028037383177570093,0.09757009098652884
914_A3,914,A3,TD,9-10yr,9.678333333333333,164,135,15,9.0,0.4148148148148148,22.514900662251655,0.017964071856287425,0.10565488949878415
914_B1,914,B1,TD,9-10yr,9.678333333333333,75,61,7,8.714285714285714,0.5409836065573771,26.674749163879596,0.07407407407407407,0.06450535016137218
914_B2,914,B2,TD,9-10yr,9.678333333333333,87,70,9,7.777777777777778,0.6714285714285714,31.700005162089617,0.06451612903225806,0.05653332363014648
914_B3,914,B3,TD,9-10yr,9.678333333333333,177,142,18,7.888888888888889,0.4788732394366197,29.65077720207254,0.0,0.07711818778623365
917_A1,917,A1,TD,9-10yr,9.004166666666666,56,46,6,7.666666666666667,0.6304347826086957,29.127863463085372,0.17647058823529413,0.09130455450571752
917_A2,917,A2,TD,9-10yr,9.004166666666666,115,91,11,8.272727272727273,0.5274725274725275,26.74493406346309,0.041666666666666664,0.09115846753040335
917_A3,917,A3,TD,9-10yr,9.004166666666666,142,115,14,8.214285714285714,0.5043478260869565,27.670795795795797,0.07792207792207792,0.1256202667164212
917_B1,917,B1,TD,9-10yr,9.004166666666666,78,63,8,7.875,0.5873015873015873,28.298780487804876,0.12359550561797752,0.0826379908253666
917_B2,917,B2,TD,9-10yr,9.004166666666666,115,91,12,7.583333333333333,0.5274725274725275,23.222921225382933,0.07258064516129033,0.06663166830043035
917_B3,917,B3,TD,9-10yr,9.004166666666666,150,120,16,7.5,0.48333333333333334,25.686768530559167,0.05660377358490566,0.08987434524858894
918_A1,918,A1,TD,9-10yr,9.925833333333333,99,83,10,8.3,0.5662650602409639,44.166987698638536,0.0660377358490566,0.08176312026531148
918_A2,918,A2,TD,9-10yr,9.925833333333333,122,103,11,9.363636363636363,0.5436893203883495,24.040929203539825,0.0,0.08331791406580123
918_A3,918,A3,TD,9-10yr,9.925833333333333,177,148,19,7.7894736842105265,0.46621621621621623,29.6,0.0,0.10366034289186503
918_B1,918,B1,TD,9-10yr,9.925833333333333,107,92,12,7.666666666666667,0.5978260869565217,35.563583815028906,0.06140350877192982,0.08621423403443737
918_B2,918,B2,TD,9-10yr,9.925833333333333,141,113,17,6.647058823529412,0.5929203539823009,33.57246376811594,0.04081632653061224,0.09530379849269272
918_B3,918,B3,TD,9-10yr,9.925833333333333,269,226,35,6.457142857142857,0.4336283185840708,39.67483771067835,0.025362318840579712,0.1135938705698372
921_A1,921,A1,TD,9-10yr,9.34,78,64,7,9.142857142857142,0.5625,21.333333333333332,0.22772277227722773,0.09234402604626236
921_A2,921,A2,TD,9-10yr,9.34,116,101,10,10.1,0.5346534653465347,31.5321343263776,0.11450381679389313,0.09898814282681537
921_A3,921,A3,TD,9-10yr,9.34,224,198,19,10.421052631578947,0.4090909090909091,30.9375,0.06276150627615062,0.0916547733364633
921_B1,921,B1,TD,9-10yr,9.34,88,78,7,11.142857142857142,0.46153846153846156,28.724027762476588,0.16981132075471697,0.0804807276481842
921_B2,921,B2,TD,9-10yr,9.34,153,127,14,9.071428571428571,0.5433070866141733,32.51403743315508,0.08928571428571429,0.08921433284174259
921_B3,921,B3,TD,9-10yr,9.34,252,214,24,8.916666666666666,0.42990654205607476,34.19439955640051,0.056179775280898875,0.11937542609925157
925_A1,925,A1,TD,9-10yr,9.7575,49,39,6,6.5,0.6153846153846154,20.43975903614458,0.25757575757575757,0.07329940682728725
925_A2,925,A2,TD,9-10yr,9.7575,79,64,8,8.0,0.609375,28.923076923076923,0.14130434782608695,0.09486595600583726
925_A3,925,A3,TD,9-10yr,9.7575,141,117,15,7.8,0.47863247863247865,29.953877005347593,0.053691275167785234,0.11447723568752301
925_B1,925,B1,TD,9-10yr,9.7575,46,38,5,7.6,0.7105263157894737,24.405172413793103,0.23333333333333334,0.07011421500086172
925_B2,925,B2,TD,9-10yr,9.7575,84,68,9,7.555555555555555,0.6176470588235294,31.424242424242422,0.08695652173913043,0.0661733164784742
925_B3,925,B3,TD,9-10yr,9.7575,145,118,16,7.375,0.5084745762711864,31.85590277777778,0.07051282051282051,0.08140720752201377
929_A1,929,A1,TD,9-10yr,9.435833333333333,82,70,8,8.75,0.5285714285714286,29.693042773017385,0.1276595744680851,0.09452582929882462
929_A2,929,A2,TD,9-10yr,9.435833333333333,129,111,11,10.090909090909092,0.5315315315315315,32.375,0.07857142857142857,0.09138494148959422
929_A3,929,A3,TD,9-10yr,9.435833333333333,249,210,24,8.75,0.36666666666666664,30.0,0.04230769230769231,0.12053550206845075
929_B1,929,B1,TD,9-10yr,9.435833333333333,125,103,13,7.923076923076923,0.49514563106796117,29.790847472843165,0.06015037593984962,0.10601821104407769
929_B2,929,B2,TD,9-10yr,9.435833333333333,158,132,15,8.8,0.4393939393939394,28.40169608342573,0.05952380952380952,0.11843878718738102
929_B3,929,B3,TD,9-10yr,9.435833333333333,242,208,22,9.454545454545455,0.4182692307692308,32.8686030428769,0.047244094488188976,0.1395158345292902
933_A1,933,A1,TD,9-10yr,9.921666666666667,64,52,6,8.666666666666666,0.6538461538461539,39.55444646098004,0.1794871794871795,0.06748156935027481
933_A2,933,A2,TD,9-10yr,9.921666666666667,96,75,11,6.818181818181818,0.6133333333333333,37.83153241650295,0.09433962264150944,0.11247289603274022
933_A3,933,A3,TD,9-10yr,9.921666666666667,139,108,17,6.352941176470588,0.5555555555555556,36.0,0.06711409395973154,0.1014097995462713
933_B1,933,B1,TD,9-10yr,9.921666666666667,40,30,5,6.0,0.7,24.40298507462687,0.21568627450980393,0.09460403387307535
933_B2,933,B2,TD,9-10yr,9.921666666666667,79,61,9,6.777777777777778,0.7213114754098361,39.06075240195706,0.07058823529411765,0.0780173712385526
933_B3,933,B3,TD,9-10yr,9.921666666666667,157,117,21,5.571428571428571,0.5811965811965812,50.59070796460177,0.07100591715976332,0.13909401514714162
937_A1,937,A1,TD,9-10yr,9.52,88,71,9,7.888888888888889,0.49295774647887325,21.946705426356587,0.13725490196078433,0.07729371608624133
937_A2,937,A2,TD,9-10yr,9.52,117,95,13,7.3076923076923075,0.5578947368421052,28.035168195718654,0.03305785123966942,0.08437394428971438
937_A3,937,A3,TD,9-10yr,9.52,176,141,19,7.421052631578948,0.48936170212765956,26.656011078064886,0.058823529411764705,0.10173145546809059
937_B1,937,B1,TD,9-10yr,9.52,109,94,10,9.4,0.5531914893617021,35.069392266458976,0.11382113821138211,0.07851305243301669
937_B2,937,B2,TD,9-10yr,9.52,136,116,12,9.666666666666666,0.5689655172413793,34.62203626220362,0.07482993197278912,0.07863978219510884
937_B3,937,B3,TD,9-10yr,9.52,171,139,19,7.315789473684211,0.5179856115107914,38.29101899827289,0.03389830508474576,0.09109242342982819
941_A1,941,A1,TD,9-10yr,9.5225,64,53,6,8.833333333333334,0.6037735849056604,26.5,0.2,0.08753891726387925
941_A2,941,A2,TD,9-10yr,9.5225,121,100,12,8.333333333333334,0.49,29.40987051725307,0.12949640287769784,0.09324090842333022
941_A3,941,A3,TD,9-10yr,9.5225,229,186,23,8.08695652173913,0.3978494623655914,31.0,0.0728744939271255,0.0991691266231488
941_B1,941,B1,TD,9-10yr,9.5225,102,89,9,9.88888888888889,0.6067415730337079,36.26307893099789,0.10526315789473684,0.10104211626953008
941_B2,941,B2,TD,9-10yr,9.5225,149,126,14,9.0,0.5634920634920635,42.77777777777778,0.06875,0.10465579626009923
941_B3,941,B3,TD,9-10yr,9.5225,207,176,20,8.8,0.42045454545454547,31.308431785078493,0.0547945205479452,0.11495876686362602
945_A1,945,A1,TD,9-10yr,9.1075,116,98,10,9.8,0.5816326530612245,38.41577842377261,0.04918032786885246,0.09832280162535399
945_A2,945,A2,TD,9-10yr,9.1075,109,89,10,8.9,0.5393258426966292,34.365890688259114,0.026785714285714284,0.10109897108256494
945_A3,945,A3,TD,9-10yr,9.1075,256,208,23,9.043478260869565,0.4375,30.002687535607684,0.011583011583011582,0.09755128097370412
945_B1,945,B1,TD,9-10yr,9.1075,104,87,9,9.666666666666666,0.6206896551724138,31.471967963386728,0.0,0.10702699481581107
945_B2,945,B2,TD,9-10yr,9.1075,173,142,17,8.352941176470589,0.4788732394366197,26.804220341062447,0.005747126436781609,0.13725323345319665
945_B3,945,B3,TD,9-10yr,9.1075,281,232,26,8.923076923076923,0.38362068965517243,25.9330655957162,0.0035460992907801418,0.13487616147784592
953_A1,953,A1,TD,9-10yr,9.419166666666667,89,77,8,9.625,0.4805194805194805,19.25,0.03260869565217391,0.0869634585851087
953_A2,953,A2,TD,9-10yr,9.419166666666667,123,100,13,7.6923076923076925,0.43,14.579796836687954,0.023809523809523808,0.08558978090175157
953_A3,953,A3,TD,9-10yr,9.419166666666667,224,197,18,10.944444444444445,0.38071065989847713,28.142857142857142,0.0044444444444444444,0.12297973678572185
953_B1,953,B1,TD,9-10yr,9.419166666666667,160,134,16,8.375,0.4701492537313433,36.841474578443396,0.018404907975460124,0.1059839673645122
953_B2,953,B2,TD,9-10yr,9.419166666666667,122,106,11,9.636363636363637,0.49056603773584906,24.306291390728475,0.024,0.08392004942398287
953_B3,953,B3,TD,9-10yr,9.419166666666667,227,196,18,10.88888888888889,0.3979591836734694,26.512474920177844,0.0,0.15280836318608
957_A1,957,A1,TD,9-10yr,9.348333333333333,112,88,17,5.176470588235294,0.5568181818181818,24.84084084084084,0.02608695652173913,0.08118995195944441
957_A2,957,A2,TD,9-10yr,9.348333333333333,121,96,15,6.4,0.59375,34.99844599094621,0.00819672131147541,0.10114033094832675
957_A3,957,A3,TD,9-10yr,9.348333333333333,247,191,31,6.161290322580645,0.42408376963350786,31.833333333333332,0.0,0.08356484483134999
957_B1,957,B1,TD,9-10yr,9.348333333333333,109,86,16,5.375,0.6046511627906976,47.36871208140257,0.0,0.08394651935767189
957_B2,957,B2,TD,9-10yr,9.348333333333333,135,115,12,9.583333333333334,0.5304347826086957,29.196891191709845,0.007352941176470588,0.08024608280427538
957_B3,957,B3,TD,9-10yr,9.348333333333333,207,165,21,7.857142857142857,0.45454545454545453,25.33372244437858,0.0,0.11174401180393205
958_A1,958,A1,TD,9-10yr,9.764166666666666,52,42,5,8.4,0.5952380952380952,28.58522464103752,0.05454545454545454,0.07317683303432979
958_A2,958,A2,TD,9-10yr,9.764166666666666,95,77,9,8.555555555555555,0.5844155844155844,22.458333333333336,0.030612244897959183,0.09598676673093094
958_A3,958,A3,TD,9-10yr,9.764166666666666,162,131,17,7.705882352941177,0.5190839694656488,31.6159972299169,0.01818181818181818,0.1131644444501404
958_B1,958,B1,TD,9-10yr,9.764166666666666,57,45,6,7.5,0.6222222222222222,27.828947368421055,0.05,0.06307356106799177
958_B2,958,B2,TD,9-10yr,9.764166666666666,111,94,9,10.444444444444445,0.574468085106383,32.935319377348364,0.02631578947368421,0.09450851807673145
958_B3,958,B3,TD,9-10yr,9.764166666666666,134,111,13,8.538461538461538,0.4774774774774775,24.06516393442623,0.0,0.12477244442185101
961_A1,961,A1,TD,9-10yr,9.166666666666666,45,35,5,7.0,0.6857142857142857,17.5,0.0625,0.08584084423773496
961_A2,961,A2,TD,9-10yr,9.166666666666666,115,92,13,7.076923076923077,0.6195652173913043,33.43554798409995,0.008620689655172414,0.090793091298587
961_A3,961,A3,TD,9-10yr,9.166666666666666,165,137,15,9.133333333333333,0.41605839416058393,26.21512370037402,0.017857142857142856,0.1341219256902221
961_B1,961,B1,TD,9-10yr,9.166666666666666,78,63,10,6.3,0.6190476190476191,31.5,0.037037037037037035,0.0740190513077131
961_B2,961,B2,TD,9-10yr,9.166666666666666,92,76,9,8.444444444444445,0.5657894736842105,26.665546594982075,0.0,0.08278705808602303
961_B3,961,B3,TD,9-10yr,9.166666666666666,124,100,13,7.6923076923076925,0.57,37.326388888888886,0.046153846153846156,0.11994840508603195
962_A1,962,A1,TD,9-10yr,9.8475,68,56,6,9.333333333333334,0.6428571428571429,26.186528497409327,0.014492753623188406,0.04654242236234047
962_A2,962,A2,TD,9-10yr,9.8475,96,74,11,6.7272727272727275,0.6081081081081081,37.0,0.0,0.054184834039595474
962_A3,962,A3,TD,9-10yr,9.8475,140,108,16,6.75,0.5,31.541158536585368,0.0,0.03270356465778227
962_B1,962,B1,TD,9-10yr,9.8475,44,34,5,6.8,0.7058823529411765,34.0,0.06382978723404255,0.07134694479846454
962_B2,962,B2,TD,9-10yr,9.8475,85,66,9,7.333333333333333,0.6666666666666666,41.984439504604644,0.0,0.09519415124333162
962_B3,962,B3,TD,9-10yr,9.8475,137,108,16,6.75,0.5370370370370371,21.933239831697055,0.0,0.11563376491141497
966_A1,966,A1,TD,9-10yr,9.436666666666667,70,56,7,8.0,0.6607142857142857,29.13235294117647,0.014084507042253521,0.07044343875089641
966_A2,966,A2,TD,9-10yr,9.436666666666667,78,63,9,7.0,0.6984126984126984,63.0,0.037037037037037035,0.0859932951421028
966_A3,966,A3,TD,9-10yr,9.436666666666667,190,154,22,7.0,0.474025974025974,31.387681269110836,0.005235602094240838,0.10732495932796025
966_B1,966,B1,TD,9-10yr,9.436666666666667,33,26,4,6.5,0.7692307692307693,31.546666666666678,0.08333333333333333,0.06576820895120318
966_B2,966,B2,TD,9-10yr,9.436666666666667,102,87,11,7.909090909090909,0.5517241379310345,35.35802633738103,0.0,0.07015857347186971
966_B3,966,B3,TD,9-10yr,9.436666666666667,162,135,18,7.5,0.5111111111111111,32.56158379930482,0.01818181818181818,0.12203466039968959
968_A1,968,A1,TD,9-10yr,9.6775,54,44,5,8.8,0.7727272727272727,54.208,0.05263157894736842,0.07395024429110351
968_A2,968,A2,TD,9-10yr,9.6775,75,57,9,6.333333333333333,0.6491228070175439,34.49067164179105,0.038461538461538464,0.08082643343345354
968_A3,968,A3,TD,9-10yr,9.6775,129,103,14,7.357142857142857,0.49514563106796117,20.97612359550562,0.0,0.11299163997973889
968_B1,968,B1,TD,9-10yr,9.6775,49,39,5,7.8,0.7435897435897436,40.794000000000004,0.057692307692307696,0.08692467954075705
968_B2,968,B2,TD,9-10yr,9.6775,84,65,10,6.5,0.676923076923077,56.12021857923497,0.011764705882352941,0.07043566250959633
968_B3,968,B3,TD,9-10yr,9.6775,129,101,15,6.733333333333333,0.5148514851485149,31.219961240310077,0.022727272727272728,0.08136646140951179
970_A1,970,A1,TD,9-10yr,9.523333333333333,82,66,8,8.25,0.5909090909090909,27.90740740740741,0.012048192771084338,0.08663759451817546
970_A2,970,A2,TD,9-10yr,9.523333333333333,136,113,12,9.416666666666666,0.5132743362831859,27.06976207492109,0.02158273381294964,0.09369954893342881
970_A3,970,A3,TD,9-10yr,9.523333333333333,215,186,17,10.941176470588236,0.43010752688172044,27.586729175555888,0.013761467889908258,0.10152467871149756
970_B1,970,B1,TD,9-10yr,9.523333333333333,53,45,5,9.0,0.6888888888888889,45.0,0.05357142857142857,0.07035355613571473
970_B2,970,B2,TD,9-10yr,9.523333333333333,126,106,10,10.6,0.6132075471698113,48.61258278145695,0.007874015748031496,0.07661636697569625
970_B3,970,B3,TD,9-10yr,9.523333333333333,220,190,17,11.176470588235293,0.4789473684210526,35.73809523809524,0.022222222222222223,0.08595211493723162
972_A1,972,A1,TD,9-10yr,9.5075,65,54,7,7.714285714285714,0.5555555555555556,25.47285067873303,0.015151515151515152,0.0660764751237729
972_A2,972,A2,TD,9-10yr,9.5075,83,69,7,9.857142857142858,0.5362318840579711,19.250684315488993,0.03488372093023256,0.06851076898300905
972_A3,972,A3,TD,9-10yr,9.5075,142,117,13,9.0,0.47863247863247865,27.592465753424662,0.006993006993006993,0.09819848023029246
972_B1,972,B1,TD,9-10yr,9.5075,67,57,7,8.142857142857142,0.5964912280701754,46.36567164179105,0.014705882352941176,0.09021839214875096
972_B2,972,B2,TD,9-10yr,9.5075,116,97,11,8.818181818181818,0.5670103092783505,33.70541205412054,0.025210084033613446,0.11103760337866647
972_B3,972,B3,TD,9-10yr,9.5075,225,191,22,8.681818181818182,0.43455497382198954,28.005161830357146,0.004424778761061947,0.09783876028268938
403_A1,403,A1,TD,4-5yr,4.25,63,52,8,6.5,0.5576923076923077,18.24561403508772,0.475,0.07665785362837778
403_A2,403,A2,TD,4-5yr,4.25,153,119,17,7.0,0.47058823529411764,25.85251937984496,0.211340206185567,0.08684293188191887
403_A3,403,A3,TD,4-5yr,4.25,149,115,18,6.388888888888889,0.5130434782608696,32.362720127172345,0.3037383177570093,0.07956417063824447
403_B1,403,B1,TD,4-5yr,4.25,39,31,6,5.166666666666667,0.7096774193548387,23.25,0.6060606060606061,0.05673841704111454
403_B2,403,B2,TD,4-5yr,4.25,60,47,10,4.7,0.6808510638297872,41.61009174311927,0.38144329896907214,0.06296380573184734
403_B3,403,B3,TD,4-5yr,4.25,118,88,16,5.5,0.5568181818181818,24.241796200345423,0.27607361963190186,0.06976284054568943
404_A1,404,A1,TD,4-5yr,4.593333333333334,120,94,19,4.947368421052632,0.32978723404255317,12.589285714285715,0.1836734693877551,0.025063477580967705
404_A2,404,A2,TD,4-5yr,4.593333333333334,72,62,12,5.166666666666667,0.6129032258064516,31.257942511346446,0.30097087378640774,0.04508738503296994
404_A3,404,A3,TD,4-5yr,4.593333333333334,43,37,6,6.166666666666667,0.5945945945945946,18.5,0.5113636363636364,0.022446104830742157
404_B1,404,B1,TD,4-5yr,4.593333333333334,73,51,15,3.4,0.7058823529411765,45.15137614678899,0.43410852713178294,0.058847171331458725
404_B2,404,B2,TD,4-5yr,4.593333333333334,80,58,15,3.8666666666666667,0.6724137931034483,30.182839253390306,0.3939393939393939,0.04124173274332893
404_B3,404,B3,TD,4-5yr,4.593333333333334,102,80,20,4.0,0.5625,27.450980392156865,0.4069767441860465,0.035904434471427646
407_A1,407,A1,TD,4-5yr,4.181666666666667,48,36,8,4.5,0.7222222222222222,36.0,0.5102040816326531,0.061853821076472165
407_A2,407,A2,TD,4-5yr,4.181666666666667,66,55,9,6.111111111111111,0.6545454545454545,43.970588235294116,0.27472527472527475,0.08383382888376537
407_A3,407,A3,TD,4-5yr,4.181666666666667,119,97,14,6.928571428571429,0.5154639175257731,24.25,0.20134228187919462,0.07782521611568738
407_B1,407,B1,TD,4-5yr,4.181666666666667,40,34,5,6.8,0.6176470588235294,26.916666666666668,0.4520547945205479,0.06086716192900719
407_B2,407,B2,TD,4-5yr,4.181666666666667,60,49,8,6.125,0.5306122448979592,12.25,0.3333333333333333,0.05847075132656427
407_B3,407,B3,TD,4-5yr,4.181666666666667,114,90,16,5.625,0.5444444444444444,23.766556291390728,0.3837837837837838,0.08026075748657277
408_A1,408,A1,TD,4-5yr,4.4175,73,59,7,8.428571428571429,0.4576271186440678,15.77906976744186,0.0,0.07629506263610339
408_A2,408,A2,TD,4-5yr,4.4175,117,97,12,8.083333333333334,0.5876288659793815,29.916249113050533,0.025,0.0791737543640063
408_A3,408,A3,TD,4-5yr,4.4175,171,134,22,6.090909090909091,0.4626865671641791,27.288382687927108,0.005813953488372093,0.08551295656056693
408_B1,408,B1,TD,4-5yr,4.4175,52,41,6,6.833333333333333,0.6585365853658537,20.5,0.08771929824561403,0.07760839204061676
408_B2,408,B2,TD,4-5yr,4.4175,73,57,10,5.7,0.49122807017543857,17.350694444444443,0.0759493670886076,0.054077344720839866
408_B3,408,B3,TD,4-5yr,4.4175,134,110,17,6.470588235294118,0.4727272727272727,18.86745406824147,0.12987012987012986,0.08166057974742752
411_A1,411,A1,TD,4-5yr,4.516666666666667,113,90,14,6.428571428571429,0.5888888888888889,26.454545454545453,0.32335329341317365,0.057245276782744194
411_A2,411,A2,TD,4-5yr,4.516666666666667,115,92,11,8.363636363636363,0.5543478260869565,27.418079096045197,0.294478527607362,0.05169741028358363
411_A3,411,A3,TD,4-5yr,4.516666666666667,230,192,24,8.0,0.4114583333333333,36.525,0.06882591093117409,0.06903937895042112
411_B1,411,B1,TD,4-5yr,4.516666666666667,84,70,10,7.0,0.4714285714285714,21.466666666666665,0.24324324324324326,0.0984323746925584
411_B2,411,B2,TD,4-5yr,4.516666666666667,98,80,10,8.0,0.6,30.399903999039985,0.125,0.07748800795884556
411_B3,411,B3,TD,4-5yr,4.516666666666667,237,190,25,7.6,0.47368421052631576,34.101129671914435,0.07782101167315175,0.0757981465064044
412_A1,412,A1,TD,4-5yr,4.84,105,84,11,7.636363636363637,0.5595238095238095,30.661876092445134,0.045454545454545456,0.09651605513092967
412_A2,412,A2,TD,4-5yr,4.84,132,103,17,6.0588235294117645,0.6116504854368932,48.754886480027324,0.22807017543859648,0.08018040258942351
412_A3,412,A3,TD,4-5yr,4.84,277,219,30,7.3,0.4885844748858447,32.433052592609734,0.09771986970684039,0.08817338992484892
412_B1,412,B1,TD,4-5yr,4.84,61,46,9,5.111111111111111,0.6956521739130435,38.40924092409241,0.0,0.08263473423608975
412_B2,412,B2,TD,4-5yr,4.84,127,109,10,10.9,0.6330275229357798,52.36442006269593,0.0,0.08788984288996705
412_B3,412,B3,TD,4-5yr,4.84,262,209,29,7.206896551724138,0.4449760765550239,42.90370394650583,0.033210332103321034,0.09166972187140826
415_A1,415,A1,TD,4-5yr,4.6725,54,46,8,5.75,0.5652173913043478,16.411075612353567,0.3333333333333333,0.07129855326548135
415_A2,415,A2,TD,4-5yr,4.6725,90,74,11,6.7272727272727275,0.4594594594594595,18.5,0.1509433962264151,0.10574441868451866
415_A3,415,A3,TD,4-5yr,4.6725,164,123,23,5.3478260869565215,0.35772357723577236,11.847794117647059,0.046511627906976744,0.06511402594811393
415_B1,415,B1,TD,4-5yr,4.6725,64,55,7,7.857142857142857,0.6,22.14765100671141,0.189873417721519,0.06733972509843057
415_B2,415,B2,TD,4-5yr,4.6725,69,54,10,5.4,0.5925925925925926,19.19117647058824,0.20689655172413793,0.07764726564130436
415_B3,415,B3,TD,4-5yr,4.6725,111,90,15,6.0,0.4111111111111111,19.212620918002987,0.17164179104477612,0.04217159786558827
416_A1,416,A1,TD,4-5yr,4.7725,61,52,5,10.4,0.7115384615384616,42.625,0.0,0.05607929901179938
416_A2,416,A2,TD,4-5yr,4.7725,114,93,12,7.75,0.5376344086021505,28.118550989291542,0.17391304347826086,0.09039783501615957
416_A3,416,A3,TD,4-5yr,4.7725,172,141,18,7.833333333333333,0.41843971631205673,29.221046686746988,0.02824858757062147,0.11643550396002597
416_B1,416,B1,TD,4-5yr,4.7725,87,71,9,7.888888888888889,0.5070422535211268,25.577468078480226,0.06451612903225806,0.06638976607209598
416_B2,416,B2,TD,4-5yr,4.7725,139,108,16,6.75,0.4722222222222222,24.846685400562016,0.02112676056338028,0.10271544533424878
416_B3,416,B3,TD,4-5yr,4.7725,199,157,23,6.826086956521739,0.45222929936305734,37.07818457327207,0.0,0.1180514087057381
419_A1,419,A1,TD,4-5yr,4.440833333333333,58,44,7,6.285714285714286,0.6590909090909091,23.350877192982455,0.17142857142857143,0.06285450306566914
419_A2,419,A2,TD,4-5yr,4.440833333333333,108,83,13,6.384615384615385,0.5662650602409639,20.936936936936938,0.11475409836065574,0.055641239169706654
419_A3,419,A3,TD,4-5yr,4.440833333333333,208,173,21,8.238095238095237,0.3699421965317919,17.722173683814116,0.09565217391304348,0.03602837810223479
419_B1,419,B1,TD,4-5yr,4.440833333333333,70,59,7,8.428571428571429,0.5932203389830508,25.536691857712853,0.2857142857142857,0.09218418486896142
419_B2,419,B2,TD,4-5yr,4.440833333333333,82,66,11,6.0,0.5,11.166037735849056,0.18811881188118812,0.08473750404089427
419_B3,419,B3,TD,4-5yr,4.440833333333333,232,182,26,7.0,0.44505494505494503,21.12182061579652,0.12452830188679245,0.12613847277157314
423_A1,423,A1,TD,4-5yr,4.520833333333333,90,67,14,4.785714285714286,0.6268656716417911,38.035340118547545,0.18181818181818182,0.05466533740194794
423_A2,423,A2,TD,4-5yr,4.520833333333333,108,85,13,6.538461538461538,0.5294117647058824,22.27090747330961,0.136,0.06555744859832986
423_A3,423,A3,TD,4-5yr,4.520833333333333,179,145,20,7.25,0.41379310344827586,28.972450688732778,0.21145374449339208,0.09172621088483109
423_B1,423,B1,TD,4-5yr,4.520833333333333,71,54,10,5.4,0.6666666666666666,34.02873563218391,0.13414634146341464,0.06222593205931589
423_B2,423,B2,TD,4-5yr,4.520833333333333,122,93,17,5.470588235294118,0.5698924731182796,34.05600458219309,0.1643835616438356,0.06814331950473074
423_B3,423,B3,TD,4-5yr,4.520833333333333,234,182,27,6.7407407407407405,0.3626373626373626,27.167502181463547,0.12686567164179105,0.07291843329968094
439_A1,439,A1,TD,4-5yr,4.921666666666667,52,38,7,5.428571428571429,0.7368421052631579,39.216,0.07142857142857142,0.06471347951368231
439_A2,439,A2,TD,4-5yr,4.921666666666667,83,66,11,6.0,0.7424242424242424,71.74588235294118,0.12631578947368421,0.06543582857682755
439_A3,439,A3,TD,4-5yr,4.921666666666667,142,111,21,5.285714285714286,0.6036036036036037,41.38930544960649,0.1497005988023952,0.04643474897294732
439_B1,439,B1,TD,4-5yr,4.921666666666667,81,64,10,6.4,0.65625,40.59280139900295,0.25,0.07863521217304736
439_B2,439,B2,TD,4-5yr,4.921666666666667,131,100,16,6.25,0.62,44.11487758945386,0.13245033112582782,0.09924922583053294
439_B3,439,B3,TD,4-5yr,4.921666666666667,156,125,21,5.9523809523809526,0.552,48.03540587219344,0.09302325581395349,0.04887875160607881
443_A1,443,A1,TD,4-5yr,4.929166666666667,58,44,8,5.5,0.5454545454545454,18.512141280353198,0.4368932038834951,0.06541937382077286
443_A2,443,A2,TD,4-5yr,4.929166666666667,65,51,8,6.375,0.5882352941176471,18.65853658536585,0.04411764705882353,0.09398319614658199
443_A3,443,A3,TD,4-5yr,4.929166666666667,137,106,16,6.625,0.49056603773584906,24.696460980036296,0.007246376811594203,0.08963389079463205
