doc_id,author_id,age_months,age_bin,sex,word_count,token_count,contrast_W4,n_sent_W4,contrast_W16,n_sent_W16,contrast_W32,n_sent_W32,contrast_W64,n_sent_W64,contrast_W128,n_sent_W128
ECSC_2014_1_68F_2014_YR1,2014,68,5-6y,F,371,401,-0.9506884346834883,3,0.5194872561667669,3,-1.0278186880881621,3,1.4233543987117312,3,0.5927505122681382,3.0
ECSC_2014_2_68F_2014_YR2,2014,68,5-6y,F,291,347,1.4112282184065243,3,1.1534312464057652,3,1.3342478573876368,3,1.1348933283034373,3,2.288202715692147,3.0
ECSC_2019_1_68F_2019_YR1,2019,68,5-6y,F,636,685,-1.807894597504048,3,0.32486398667627786,3,0.7568425579371536,3,1.8543639198120447,3,0.18082774845761018,3.0
ECSC_4055_1_68F_4055_YR1,4055,68,5-6y,F,322,355,1.8196982856030297,3,2.285584576901746,3,2.760744228116883,3,2.8121223138648745,3,2.363161779935879,3.0
ECSC_1061_2_68M_1061_YR2,1061,68,5-6y,M,350,385,0.8550942534006541,3,0.6919466532819736,3,1.5705962598117515,3,1.4131126359627169,3,1.844006634562744,3.0
ECSC_1061_3_68M_1061_YR3,1061,68,5-6y,M,192,199,1.6385935595802812,3,0.9262136734495222,3,2.2395710928490744,3,1.0016285737293666,3,0.1962705418435635,2.0
ECSC_2009_1_68M_2009_YR1,2009,68,5-6y,M,284,322,-0.7429381579825307,3,0.039780975946190976,3,-0.9466890715635653,3,-0.4287355837797186,3,-0.9139465957004907,3.0
ECSC_2009_2_68M_2009_YR2,2009,68,5-6y,M,370,404,1.5014532674382393,3,0.45896136190119424,3,1.7161577231808145,3,1.3205730533400493,3,0.8004290185754602,3.0
ECSC_2006_1_69F_2006_YR1,2006,69,5-6y,F,246,289,0.5874502667966581,3,1.141749092737684,3,1.4036888400866492,3,2.323179239329061,3,2.8725931509398173,3.0
ECSC_2015_1_69F_2015_YR1,2015,69,5-6y,F,507,613,-0.9534909750324639,3,1.6161742236020806,3,1.8809860194607182,3,2.2179602205188202,3,1.6826962877653575,3.0
ECSC_3001_1_69M_3001_YR1,3001,69,5-6y,M,322,346,0.8715333832462616,3,1.7767790401624033,3,1.558409981572644,3,1.1368128104171251,3,2.559847125275425,3.0
ECSC_2010_1_70F_2010_YR1,2010,70,5-6y,F,241,268,-1.2677575179735485,3,-0.7235120273903816,3,-1.068429721780702,3,-0.40758608403951313,3,0.40875432860565414,3.0
ECSC_2010_2_70F_2010_YR2,2010,70,5-6y,F,334,368,0.2943232377074925,3,1.2120151378722026,3,0.440823705689088,3,0.8804117751349808,3,1.1186363896387064,3.0
ECSC_1073_1_70M_1073_YR1,1073,70,5-6y,M,820,973,1.1216505825437861,3,1.1245430520443285,3,0.9254824217739314,3,0.818565413706919,3,0.5763385765731103,3.0
ECSC_1073_2_70M_1073_YR2,1073,70,5-6y,M,409,473,2.323572148423463,3,1.3379802599276456,3,0.8229654570239523,3,1.1492122015049826,3,1.179156480416377,3.0
ECSC_1073_3_70M_1073_YR3,1073,70,5-6y,M,386,433,1.090057830796671,3,1.7582377026005125,3,0.6420608654951364,3,1.8059765090195998,3,1.759836217484987,3.0
ECSC_1047_1_71F_1047_YR1,1047,71,5-6y,F,195,231,1.3666456969403011,3,3.5154930580969705,3,0.6303330994635151,3,2.2995782631642063,3,1.3759957488983867,3.0
ECSC_1047_2_71F_1047_YR2,1047,71,5-6y,F,324,376,0.6629777404302069,3,0.5443833767041041,3,0.755419550932993,3,1.650181167076033,3,1.653114635877604,3.0
ECSC_1047_3_71F_1047_YR3,1047,71,5-6y,F,532,599,1.9658426770221913,3,1.6885410706163138,3,0.6943398555600321,3,1.817500867806519,3,2.0277448551608357,3.0
ECSC_2021_1_71F_2021_YR1,2021,71,5-6y,F,168,183,0.39462266448680827,3,1.0634392174017526,3,1.7378184367485023,3,1.6696353820700123,3,1.0211502983085161,2.0
ECSC_2030_1_71F_2030_YR1,2030,71,5-6y,F,247,283,1.1237513663319847,3,2.4095257458446686,3,2.3171861239633587,3,0.8808461954430337,3,1.754887797885394,3.0
ECSC_4084_1_71F_4084_YR1,4084,71,5-6y,F,471,544,-1.4369215890640235,3,-1.743532729732091,3,0.38436974062891105,3,0.8533309416774829,3,1.4412329721137027,3.0
