doc_id,age_months,age_group,token_count,baseline_nll,tail_share_lag33_128,tail_share_lag49_128,tail_share_lag65_128,gini,top1_share,top3_share,effective_support,n_positive_bins
ECSC_1011_3_71M_1011_YR3,71,5yr,418,2.4604302048683167,0.24846882800112416,0.14928756298058452,0.13645956201460838,0.3029537317370714,0.19979028844727953,0.4498395089929658,9.326321729466894,11
ECSC_1083_1_71M_1083_YR1,71,5yr,377,3.1784874588251113,0.20575251019112442,0.09970902776223203,0.06873043540498945,0.35948089005409245,0.21453711750946697,0.5269347410648907,8.582064692385888,10
ECSC_1083_2_71M_1083_YR2,71,5yr,257,2.3339427947998046,0.10071968508703757,0.0487683193810377,0.01603548381517269,0.43125313130625265,0.23918163668165035,0.5723463787502956,8.038862363850383,11
ECSC_1083_3_71M_1083_YR3,71,5yr,611,2.6249304473400117,0.23506659238594627,0.15134557400682488,0.07042904438159782,0.332196371766176,0.22522279560438846,0.5149091314861785,9.176349307465149,11
ECSC_1045_1_72F_1045_YR1,72,6yr,321,2.2735862866044045,0.1977045596916569,0.1235554547318778,0.07483878061084791,0.2954621150404073,0.20035668928782743,0.5001988515050618,9.536088607160575,11
ECSC_1045_2_72F_1045_YR2,72,6yr,440,2.522072446346283,0.14413540694876292,0.08185717293791851,0.05088512796876816,0.3484460067977184,0.19023441782319028,0.4830685864796973,8.93896697889271,11
ECSC_1045_3_72F_1045_YR3,72,6yr,514,2.4037156760692597,0.1759519544649318,0.1255076425854327,0.10127706296893672,0.3374627211191126,0.22442304567046448,0.4944144343605222,9.144322670922557,11
ECSC_2028_1_72F_2028_YR1,72,6yr,383,3.0023921489715577,0.16438016741059774,0.12583467294528203,0.05837552824869613,0.4064285291230545,0.26166817436585793,0.5775524659488331,8.389927185475498,11
ECSC_4008_1_72F_4008_YR1,72,6yr,337,2.904996728897095,0.12310455581277226,0.02214575217504003,-0.008629524134475387,0.4049199586054244,0.19449273617647425,0.5423202670249477,8.112705526447298,10
ECSC_2007_1_72M_2007_YR1,72,6yr,520,2.6462519824504853,0.13190664042824216,0.04524881236858719,0.02564248412588853,0.33679175714416565,0.18979201592689673,0.4834801056085866,8.813158059609789,11
ECSC_2007_2_72M_2007_YR2,72,6yr,729,2.26909499168396,0.1985398984307322,0.12018434044661605,0.06124169300300347,0.32118681341981326,0.19028939484186547,0.4665606207914405,9.224779415200334,11
ECSC_3002_1_73F_3002_YR1,73,6yr,198,2.43949533700943,0.10675103344396052,0.04246312950750957,0.017851339482059914,0.41009831038435096,0.22304143017321368,0.5448419885412342,8.171902569002384,10
ECSC_2004_1_73M_2004_YR1,73,6yr,343,3.5441073298454286,0.20188261870466323,0.11439121683524876,0.07009300433981387,0.38041996968622094,0.24251664869410727,0.5398148709532928,8.650953654482574,11
ECSC_2004_2_73M_2004_YR2,73,6yr,287,3.281132346391678,0.13613692601544206,0.07961635997225484,0.062061511551818015,0.3955351541013752,0.21654382089816893,0.5536021605725802,8.504952367717076,11
ECSC_4010_1_73M_4010_YR1,73,6yr,388,2.6906049132347105,0.2527752258776466,0.1727829244124125,0.13963861592736826,0.2960925260268248,0.18786730192157505,0.47418957330639155,9.568303509889088,11
